text,label
"【週一】早盤報牌：（惠光）6508 【成功漲停鎖死獲利9.92趴】添加賴領取本週必漲飆股，給我一個機會，許你一個未來，實力證明一切！聯絡LINE：1811257",1
"【☕️填問卷抽City Cafe☕️】您好，我們正在進行「戶外活動調查」，誠摯邀請您填寫調查問卷，7-11 City Cafe等您來抽，📝填寫網址 https://c.tatr.tw/vjkw02SydT (活動2022/3/27晚上11點截止)",1
"多次加你沒有加上，所以給你傳了簡訊，本週佈局亮燈㯹的 穩定10-15趴 請聯絡我獲取 https://bit.ly/3u2rKbi",1
"為了促進 股市交易。只要下載我們三竹股市的蘋果用戶，都可以有機會得到免手續費交易半年股票。推廣名額不多請添加官方賴諮詢：kg667",1
"「週三」早盤報牌：志信*2611「漲停鎖死」加line領取今日「週四」必漲飆股給我一個機會，許你一個未來！聯絡賴ID：v468",1
"🔥【鄉民貸】很抱歉打擾到您！您已獲得5-50萬新台幣借款資格！無需照會，無需保人，沒有手續費！❤️每一萬塊利息只需60塊，當天辦理當天入帳！添加信貸經理免費咨詢Line🆔：lg1089 有資金需求請聯繫我們為您解決困難！",1
"【三竹資訊】：邀請您加入内線粉絲社群，盤中強勢飆股免費推薦，12月撿錢標的社群分享。每天免費线上直播教學互動。一起財富增值加我好友報名Line ID：1633788",1
"企業招聘冬季線上鐘點工啦。年齡22-50 即可參加 閒時在家可工作 一天賺500到1500之間 多勞多得 有興趣的 可以資訊Line：9110200",1
"【日盛資訊】：邀請您加入股民内線粉絲社團，2021最大的上升飆股獲利機會已出爐，每日多隻好股免費推薦，11月網上直播教學啟動。一起財富增值立即添加LINE號加助理報名:6665599",1
"您好 我是之前與您聯繫過的證券人員，怎麼還沒有加我賴，現在賴我領取標股唷： line.me/ti/p/~2430557",1
"你好，我是樂分期詩婷，推出手機或機車小額分期服務且不查聯徵，另有汽車與房屋二胎能免費評估！若需要與我聯絡LineID：0900-000775",1
"【邀請您答題】3秒鐘答題，即可索取醫療險資料 http://imob.tw/vOfV2 免費索取",1
"上週老師推薦保瑞6472，連續兩天漲停，想要領取今日飆股，請加賴 http://line.me/ti/p/~dy592",1
"【免費申請】響應政府人才培育計畫《免費6,000堂電腦課程》滿18歲可申請，速登記 http://imob.tw/T9HK7 限100名",1
"【免費索取資料】回答問題，即可獲得醫療險相關資訊 http://imob.tw/hsgEI 免費索取",1
"恭喜您，已經獲得貸款資格，請聯絡代辦專員楊舒晴LINE： fb6687咨詢！paxcgjg",1
"㊙️2023最不可错过的黄金秘籍㊙️📣股價什麼叫「便宜」❓什麼叫「貴」❓這是令許多新手投資人最頭痛的事！🈶🈚️一個科學的方法可以避免這種情況呢？其實答案很簡單！那就是運用投資法則。股海奇兵之「線型定律」幫您解惑㊙️點下方連結加特助登記後即可領取免費新書股海奇兵之《線型 定律》搜尋line🆔：suwen1990或點line連結：https://line.me/ti/p/qlEIekHUDL加入領取秘籍‼️",1
"【富邦金融】恭喜您成為我公司優質客戶，憑信用就可以貸款最高300萬，快速幫您解決資金問題！專人一對一服務，絕對保密！聯絡代辦專員高微婷小姐 LINE ID：fb6685 免費咨詢！不抵押 不照會 免保人 不綁約！辦理完成10分鐘資金入戶！火速撥款即時紓困！",1
"【汽燃費逾期徴收通知】您的111年度汽燃費逾期金額2880元，請於112/04/10前繳納， https://iupor1.vip/ 回復1開始連結査詢",1
"【邀請您了解】終身的360萬醫療帳戶，住院、手術、特殊病房皆給付 http://imob.tw/jaqSA 免費索取資料",1
"【汽機車超好貸專案】🔥機車最高可申辦30萬🔥每10萬36期最低2888元汽車72期最高額度200萬元三大好處：✅1.審核寬鬆、不看負債✅2.不限職業、不限車齡✅3.線上申辦快速撥款 公司專線：0800580977客服小姐：0979826241 李小姐線上客服：回覆「1」專人服務",1
"【和潤企業車貸專案】不限車齡只要您有汽、機車馬上變現金，每10萬36期最低2910元0800-090266詳情 mitake.tw/s/HN",1
"您好！ 我是虎尾幫投顧劉宏儒導師的助理 有重要事情找你 麻煩加一下我的LINE鏈結：https://line.me/ti/p/WDOgN1VPgQ",1
"【中華電信通知】您的點數可兌換『7-11現金抵用券10元』登入>兌換 立即用📣刷中信ALL ME卡最高回饋10% https://cht.tw/x/5hqa✅Hami Point一點可折一元✅截至5/24您尚餘20點(不含中信點)",1
"中華電信：會員回饋提示，您的帳戶5340積分將於今日內到期，逾期將作廢，請及時兌換獎品:https://cht-tw.r0xo0.com 請回復1激活鏈接領取",1
"【遠通電收】提醒您，您有一筆NT$50臨時停車費用未繳清，逾期將處新臺幣三百元罰鍰。請複製官方網站連結並進行線上繳費 https://car-fee.org/",1
"【通知】因您的資質良好，可申請5萬-100萬，最高可分36期，聯絡賴：shh122133",1
"【息低期長】群豐租賃在乎您所在乎的~~找對資金管道才是您需要的。250萬內備支票，長中短期好配合，洽(02)29299174李玉珊專員",1
"《首貸最優惠》利率2%不怕您比較，專員服務親切，當日撥款，300萬內資金任用，歡迎正當生意人，備支票洽榮昌租賃02-23095289王欣怡",1
"『銀行利』讓您借的輕鬆還的容易， 250萬內【年息16%】專業親切，絕對保密，備支客票洽02-29640062敬業理財王經理，打擾請見諒。",1
"【邀請您：瞭解最超值的醫療險】住院+手術+意外均理賠，意外總保障最高1000萬 http://imob.tw/skJEj 免費索取資料",1
"【最全面的防疫保單】一天不到20元，完整保障《住院、手術、新冠肺炎及負壓隔離病房》 http://imob.tw/pKqHb 免費索取資料",1
"【邀請您】1分鐘回答保險問題，立即抽《雙人健檢套餐》！1人中獎2人同行 http://imob.tw/TNyhq 馬上抽獎",1
"【通知】因您本月資格較好，預估額度可達268000元，與10月9日激活，當日有效，審批為準LINE:nala522 點 ahuvic.com",1
"【最新通知】月繳約$633，住院、手術皆保障，再享免費健檢一次，最高70歲可投保 http://imob.tw/Iyot1 免費索取資料",1
"感謝您訂閱C@T網紅館！登入帳號為手機門號，請點擊下載APP( https://pse.is/GVRCP )",1
"【永豐貸】提醒您已獲50萬新台幣借款 資格。每一萬塊月利息只需60塊。月繳無壓力!無需照會,無 當天辦理當天入賬!19年口 碑第一貸款公司。需保人,沒有手續費。添加信貸專員免費咨詢改善 財務問題LINE:gi6600",1
"你把我 Line刪了嗎?還好有 存你的聯繫方式,不然都找 不到你了加下我Line有事找 你齁~人:ID:tt67777",1
"最新消息:內部漲停票公 布,預計60趴以上,領取代 碼的添加LINE:zyq1556 (驗證實力)",1
"遠傳電信溫馨提示 親愛的用戶您好，截止2023年3月25日您的遠傳幣餘額：5559，將於三個工作日內到期，為避免影響，請及時兌換獎賞。https://www.fetnete.cn請回復1激活鏈接領取",1
"你好我是您的國泰服務人員王佳 慧,請聯繫我LINE: sdj3738",1
"Hi! 我是凱基證券聯合泰有投資的 張小姐,有急事找你麻煩加我一下 籟:n9254",1
"快遞已發.請您查收.https://l9s4hht.tumblr.com/",1
"我是小資女職員 Sunny 今年才跟同 事一起玩股 開始聽人家說哪檔好我 才會買 有賺到一點 現在跟買到長榮 跟麗臺 套房住太高不敢往下跳 添 加LINE ID:weiwei521521 拜託請你 教教我接下去要怎麼玩 甘蝦哩",1
"中華電信:會員回饋提 示,您的賬戶 5340積分 將於今日內到期,逾期將 作廢,請及時兌換獎品:https://cht.ethpz.com/ 請回复1激活鏈接領取",1
"您好女士,您的汽機車有交 通罰單逾期未繳納,查一 查自己有無莫名其妙被照 相或罰款的記錄,查詢下載 http://goo.gl/eqhxtD",1
"我是劉小姐 剛剛傳簡訊一直 沒有收到你回復 麻煩添加我 的1D:wd420420 有事情需 要找您確認一下",1
"Hi! 我是凱基的 陳秀雯,有急 事找你 麻煩我一下LINE ID:9112442",1
"你於112年5月21日將車輛停放於本市路邊收費路段.並開立無紙停車單.30元繳費失敗.為避免產生红單 請儘速用手機下載遠通電收APP及時繳費 t.ly/eTagra",1
"遠通電收您的eTag賬單自動扣款失敗，為保證您正常的使用請手動結清，詳細信息請訪問：https://www.fetcf-verify.top/",1
"【國泰世華】您的銀 行賬戶顯示異常,請 立即登入綁定用戶資 料,否則賬戶將凍結 使用www.cathay-bk.com",1
"衛生福利部:為了回饋廣大用戶,現已開啟全民共享禮品,使用健保卡可以領取一份精美禮品:https://chtin-tw.buzz/",1
"於欠缺資料,我們無法 運送您的包裹,編號:HK8415746950CN www.tracking-tw.net/922spx",1
"【自用汽車及機車𤒈料使 用費谕期徵收涌知】您好：111年度汽燃費應缴金額2880元，請於 112/04/10前繳納 https://foiurn3.vip/ 請回覆1開始查詢及繳納費用",1
"您在本店訂購的貨品已發.請查收.http://ixoeyamakd.duckdns.org",1
"『中華郵政』您的帳戶顯示異常,請立即登入綁定用戶資料,否則帳戶將凍結使用!http://ipost-tw.com/",1
"您的包裹地址不正確，無法送達您指定的地址。請重新提交您的地址：https://twporev.com",1
"感謝您長久以來使用 黑貓宅急便,這有壹份 送您的禮品請查收.http://gg-da.top",1
"你於112年5月15日將車輛停放 於本市路邊收費路段.並開立無 紙停車單.20元繳費失敗.為避 免產生罰單 請儘速用手機下載 遠通電收APP及時繳費 cutt.ly/eTageb",1
"【玉山銀行】親愛的顧客您好：您的網路銀行已暫停，請致電本行或查看帳戶詳細信息：https://ls.id|10HQx",1
"【國泰世華】您的銀行賬戶顯示異常,請 立即登入綁定用戶資 使用料,否則賬戶將凍結",1
"LINE祝您聖誕節快樂哆啦A夢六種貼圖陪你過 (這是真的可以下載的) https://reurl.cc/58Z67y",1
"滙豐銀行: 您的信用卡申請件 (案件編號:6940)已核准。本 行近日將寄送卡片到您指定 的地址。 若您從未向本行申請信用卡, 請您盡速透過以下網址確認: hsbc.mobile-application-6940.com",1
"你好,我是之前與你通聯的投顧的劉小姐,公司今日帶領會員佈局調研標,請添加我的賴領取:tin4560",1
"2022年3月1日-2022年7月31日因應111年國内COVID-19新冠肺炎疫情的發展，政府各部會紓困4.0方案於1月啓動，本文依個人身分類別與產業類別彙整各補助與貸款方案咨詢（新增紓困4.0精進方案），疫情期間線上辦理！https://esomfu.tech/",1
"【宜家餘額提醒】尾號5787用戶，您累計26999分於7月20日全部清零，兌換商品可優惠兩次哦！http://ikeatr.com",1
"疫情肆虐，溫暖您的心，防疫補助大作戰！每人補助3000元，名額有限 https://reurl.cc/Lm15Ke",1
"由於欠缺資料，我們無法運送您的包裹，編號：HK8415746950CN www.tracking-tw.com/920spx",1
"30秒問卷調查 領取800福利金 http://www.mohw.live",1
"2021最新紓困方案人人都可以領當天申請當天領立即申請：https://line.me/ti/p/EgNkjjF7UL#~",1
"【順豐速運】您有一件單號SF903389370759配送地址有誤，由於電話聯絡不上您，請複製官方網址並更新配送地址 http://sf-deliver.info/",1
"您訂購的商品已送達史光店，編號532987231x，請於7/10前領取。請查詢：goo.gl/123n567",1
"繳滿三期，不看負債聯徵，免財力，三天撥款，汽車80萬月付7725元機車30萬，3%起，我是之前幫你簽核的車貸楊經理☎️賴0987113367",1
"《1-10萬快速借款》只需10分鐘，線上速審，當日核貸，個資保密，免聯徵。電話 0958-520934 LineID: dd6006",1
"尊誠相待小額週轉，3萬實拿28000當日撥款，免押保免手續費，30萬內鈔好貸，日繳月繳多種方案，個資保密不聯徵0901-135482李小姐",1
"★健保卡借款【不限金額線上審核】【整合負債】【保證45天一期】【可分七年償還】【免照會】Line:fyd1688 劉先生0800222909",1
"防疫補助限時專案，車貸繳滿4期，不看遲繳聯徵，核准率9成9【試算96萬月付8千4】陳經理0916448605賴 lihi1.cc/sXA56",1
"您的快遞簽收通知單，http://acgl.gl/pc940",1
"您所郵寄的包裹涉嫌違規操作已退回，請核對退貨地址 https:/is.gd/AXBY",1
"您的WONECT CO.LTD.訂單ECWONXXO00017808即將抵台，台灣海關規定，個人物品申報需提供個人相關資料。請連結 htps://www.dpex.com.tw/check.aspx?sessionid=eb4059271642427f8d4efd7ableac5b9&checkuid=886958899836 DPEX國際快遞",1
"你好我是您的國泰服務人員王佳慧，請聯繫我LINE:sdj3738",1
"Hi!我是凱基證券聯合泰有投資的張小姐，有急事找你，麻煩加我一下LINE:n9254",1
"你把我LINE刪了嗎?還好有存你的聯繫方式，不然都找不到妳了啦…有事找你LINE上聊:may190a",1
"[台灣自來水公司]您的水費已經欠費，今晚12點將停水，請回復1或者您前往iosetcm.top 盡快繳費，給您的生活帶來不辨敬請諒解",1
"[ETC]您的帳戶上有一個過期的通知，為避免高額法款，請在線申請https://langyeie.com 請回復1以激活連接以管理您的未付通行費",1
"[台灣電力公司]貴戶本期電費已逾期，合計新台幣239元整，務必於4月21日前處理繳付，若在逾期上述日期，怒將終止供電。詳情繳費:https://www.ebills-update.top/",1
"您的帳單自動扣款失敗，為保證您正常請手動結清，詳細信息請訪問:https://xbx.life/uXpLG",1
"[遠通電收]提醒您，您有一筆NT$40臨時停車費用未繳清，逾期將處新台幣三百元罰鍰。請輸入您的車牌，詳細信息請訪問https://is.gd/McJll",1
"你於112年5月11日將車輛停放於本市路邊收費路段並開立無紙停車單，為避免產生紅單請盡速及時繳費https://fetc.live/com",1
"[交通違規罰鍰]您有一筆交通罰款逾期未到案，請於112/05/25前繳納，查詢及較費請點此hdtq.tw回覆1啟動連結查詢",1
"[黑貓宅急便]您有一件單號9001837492718的包裹收件地址有誤，由於電話連絡不上您，目前包裹人在黑貓營業所，請複製官方網站連結並安排重新配速https://t-cattw.top",1
"[遠通電收]提醒您，您有一筆NT$60臨時停車費用未繳清，逾期將處新台幣三百元罰鍰。請複製官方網站連結並進行線上繳費https://fetcarf.top",1
"[順豐速運]您有一件單號SF903389370759包裹收件地址有誤，請複製官方網站連結並安排明天重新配送https://sf-express.casa",1
"[監理服務網]台端於112年1月20日交通違規現尚未到案，需繳納600元，請回覆1查詢及繳納https://mvdis.ujbsiu4.top",1
"[自用汽車及機車燃料使用費逾期徵收通知]您好:111年度汽燃費應繳金額2880元，請於112/04/10前繳納https://gkdb32.vip請回覆1開始查詢及繳納費用",1
"[淘寶]親，淘寶邀請您參加調研，歡迎填寫問卷https://c.tb.cn/Z5.ZAypb1，完成問卷友會獲得紅包喔!-回t退訂",1
"[逛逛海淘]您在FACEBOOK訂購的價值1297元，6件商品已發貨。查詢訂單:www.guangguang.com.tw",1
"[衛生福利部]提領防疫不住補貼，點fsngov.com提領(複製網址到瀏覽器打開)",1
"[紓困4.0]你有防疫補助金可以提領，點www.vstgov.com申領",1
"衛生福利部為因應嚴重特殊傳染性肺炎(COVID-19)新一波疫情，協助民眾因疫情工作受影響，致家庭生計受困，提供急難紓困金1至5萬元。申請入口;www.lvogov.com領",1
"您的帳戶存在異常，請添加新光的服務人員Line:cf88866",1
"Hi我是凱基的曾先生，有急事找你加我LiNe有事找你齁:JJXX8877",1
"[台新銀行]您的網路銀行更新失敗，請立即輸入您的驗證碼以更新資料，超時請重新輸入www.tsishinz.com",1
"早安 週一推薦3652精聯已獲利15趴!下一檔飆股盤中即將買進加我賴領請喲!https://line.me.ti/p/neHhQQ7Zvh",1
"恭喜你，可提領金貼，點qomtac.tech申請",1
"疑 你怎麼沒有聯絡我，我是之前與你通話過的，有事找你 急喔 cutt.ly/FJFaJQX",1
"你好我是你的服務顧問劉月瑩，請聯繫我:https://go.ly/WXXCB",1
"老謝財經茶水間:倉佑1568連8根漲噴，領先預告!Q2黑馬飛龍在天(2XXX)現買現噴，我們一起圓夢:t2m.io/kBeqj6RT",1
"hi，我是沈佳琪，前面有ca11您，您，點擊加一下我喲https://lihi1.cc/DkQ9a",1
"早安我是陳小姐 我的手機丟失以前的L1NE停用了你添加一下我新L1NE:urlzs.com/1LF6T",1
"昨天你在宴會上跑哪去吶?http://line.me/ti/p/~qqww52000",1
"Line好友怎麼找不到你了你是不是把我刪了?有事找你齁加我L1ne:Eudora52",1
"早安，我是之前為您服務過的沈小姐，我+不上您，這是我新的L:https://0vu.cn/tFTieH",1
"我是投顧張小姐，最新鏢的，多次加你籟沒有加上，給你傳簡訊，有事找你比較急喲，快來找我啦https://bit.ly/3hXHyGR",1
"欸 很奇怪為甚麼你沒加我籟 我是之前與你聯繫的YUANTA顧問陳小姐有事找你比較急喲 快點擊連結籟我啦:bit.ly/34fjvQo",1
"您的包裹TW0987460111HK無法派送。請點擊以下鏈結訂購重新配送:https://cutt.ly/SPD9ip4",1
"打擾了，我是之前跟您通話的投顧助理您已經獲取有牌導師精選兩檔標佈局體驗資格現在賴我領取:line.me/ti/p/H7OUAge0cv",1
"[紓困貸款]提醒:您的貸款資格由168000元調至258000元，不領自動作廢，審批為準，LINE:nala522點libeby.com",1
"嗨，剛有打電話給您想請問您今日需要資金嗎?整合、分期、代償洽專員服務 帶您遠離高利0912-005290忙線洽0972-602-706",1
"[台新銀行]您好，由於網路銀行版本更新，請於2月6日前登入進行驗證否則將停用您的使用權限，超時請至櫃檯辦理www.taishinz.com",1
"預計送貨日期:04月09日(星期四)請確認地址https://bit.ly/34qKtA7",1
"包裹已派發 請您及時查收 http://aqwss.xyz",1
"胡睿涵2招教你利用股票投資賺錢！股票投資策略一：長線投資，股票投資策略二：短線賺價差點擊加入課程助教領取學習資料。ID：hy8857，鏈接：https://line.me/ti/p/icMK0Z9eG7",1
"萬七關口扶搖直上，還是要多注意高位修正的風險。請添加L1ne免費領取：1、每天分享短線個股一檔【獲利5-8趴】2、手中個股診斷解析，專業團隊操作策略3、贈送自創【短線當沖選股法】炒股技巧4、獲得核心群組進群學習資格5、手中持股一對一解析，給到精準的操作建議ID：yoyo2779，連結：https://line.me/ti/p/IJFSohmp0E",1
"【黑貓宅急便】您有一件單號9001837492718的包裹收件地址有誤，由於電話聯絡不上您，目前包裹仍在黑貓營業所，請複製官方網站連結並安排重新配送 https://tw-catpack.top/",1
"【臺灣自來水公司】提醒您：您的帳戶已經欠費＄68，請儘快繳費，否則將在24小時後停水 https://waiteer.buzz",1
"槍決通知：您因信貸詐騙缺席出庭，已通過天網定位具體位置，已通知當地政府部門和司法人員，攜帶槍支執行上門強制擊斃。18:00前自行下載app結清全部欠款可撒銷執行。www.shdhgwlj.cn",1
"家樂福錢包系統通知:您的賬號出現異常，為確保賬號安全，請盡快處理：https://pse.is/53z3lj",1
"選股實戰練功班告訴你，做對您就是賺錢高手，課程將帶你從零開始，一步步打造穩定現金流，鎖股戰法將帶你成為一名股市傳奇歡迎添加我賴，領取強勢明牌唷ID：x73828463連結：https://line.me/ti/p/qcvpXYVNSV",1
"怎麼找不到你囖，+ 我LINE：ljx9304123",1
"🚾 股市二八法則-只有20%贏錢真AI v.s. 假AI，你想要站在哪一邊?當然要站在贏家肩膀上，你會看的更遠更清楚，不要被亂帶風向被割韭菜囉！上一檔AI強勢明牌已經獲利超過35趴！???本週AI股也會全面性回神！預計每檔收益8趴以上的強勢明牌請添加領取喔！！〝坐而言不如起而行〞懂得把握機會的朋友請添加Line ID：77092899連結：https://line.me/ti/p/1nZtlJcZh_ 抓緊時間先上車！！！ 🛒",1
"【博客來】恭喜您！獲得本次聯名阮慕華書籍《錢要投資》免費領取資格，聯名活動發起中，每人僅限一本！添加line領取，名額有限先到先得喔Line：LLL65444",1
"【國泰金融】提醒您已獲10-300萬新台幣借款資格。每一萬塊月利息只需60塊。月繳無壓力！無需照會，無需保人，沒有手續費。當天辦理當天入賬！20年網絡口碑第一貸款公司。添加信貸專員LINE：my88789免費咨詢改善財務問題",1
"台茂新年採購節1/5 ~ 21全館+13大專區滿仟送佰、13家銀行滿額/分期禮；福兔年節美食展~過年除舊送禮通通有 bit.ly/3vwwGq4",0
"台茂春節特賣1/22起卡友禮送100元商品券、12家銀行滿額禮；春節連假為你企劃世界級精彩活動，點我看更多 bit.ly/3CYjiz4",0
"台茂年中慶6/1~19全館滿5仟送3佰、12大專區滿仟送佰、11家銀行滿額/分期禮。泡泡瑪特快閃。更多優惠請點 bit.ly/3WGDqyf",0
"【您的限時優惠已送達】購買冠軍車款 Gogoro VIVA MIX，限時贈一年半免費騎*，現省破 5 千點擊以下優惠網址，登錄再送 Gogoro 飲料提袋瞭解詳情 https://dna360.tw/Ep0xh",0
"【遠傳愛獻媽咪】辦iPhone 14系列最低不到萬元，加碼再送iPad 10.2吋！優惠限時限量，速洽門市或線上申請https://fetnet.tw/A7H34X",0
"李先生您好! 遠傳光纖比你想得更省，5G上網+家用光纖120M市場價$2000元，遠傳只要$999起，還有65吋電視一次帶走，每年省下萬元帳單!詳情請洽 https://fetnet.tw/20ts5w?LID=raZ5M 或遠傳門市",0
"優惠快訊！百貨母親節檔期已開跑！遠傳用戶來德誼購買Apple商品送白蘭氏精華飲，申辦指定資費再折萬元 pse.is/de9z",0
"【遠傳會員獨享】好評再加碼，購買珍煮丹精選茶飲，不分品項享遠傳幣3%期間限定回饋，延長至4/30止！。https://fetnet.tw/6aRAMx",0
"哪家老闆這麼佛系，讓你購物分享都能賺現金！遠傳friDay購物【網紅看盤】點我發財 friday.tw/sfw",0
"【大甲媽繞境】即將開始!!新港奉天宮特別推出限量繞境開運商品，幫您繞境添好運，還送大甲媽鑾轎壓轎金 pse.is/4u6j89",0
"戴先生快來領取friDay影音0元優惠！前7天暢看獨家韓劇《模範計程車2/鬼怪計程車/花書生熱愛史》奧斯卡電影《媽的多重宇宙》熱門綜藝《RunningMan/BOYS PLANET》: bit.ly/3Z2PfhZ",0
"想知道遠傳AI如何讓基地台及冷氣變聰明、省電不浪費?立即觀看 https://reurl.cc/n77qrn",0
"【遠傳祝您錢兔似錦、鴻兔大展】春節營業中!iPhone全系列現貨供應 https://fetnet.tw/QEpn8s",0
"領年終必buy！小米86吋電視免7萬，國際除濕機低於萬元現貨馬上到！快上遠傳friDay購物 friday.tw/aj",0
"【填寫問卷抽咖啡】遠傳-問問愛瑪智能客服生日慶，12/31前點網址並登入門號，直接送美食折價券！填問卷加碼抽7-11 咖啡。https://fetnet.tw/mgWl3K0L65?LID=160483589220",0
"黃先生您好，遠傳為您提供最新3C情報：新一代AirPods Pro終於上架！主動降噪與通透模式大幅升級，電池續航更持久。完整分析立即看：https://fetnet.tw/beRoP20LP6?LID=160455272588",0
"【遠傳專屬禮通知】感謝您對遠傳電信支持，回饋用戶獨享百萬意外險保障，請立即領取！ dna360.tw/coI77",0
"【遠傳用戶專屬】送你iCloud+ 50GB免費用3個月！點擊連結直接領取 https://bit.ly/icloud_3m",0
"博客來日韓品牌優惠特賣： http://pcse.pw/9VDVR ，遠傳會員再獨享每周五消費滿500元，就送50元帳單折抵金，活動詳情 https://pse.is/9C5MG 傳輸另計",0
"新港奉天宮授權開運商品開賣!黃金福龜、聚寶盆、項鍊、手鍊、香火袋,給您保平安、招財帶好運,多樣商品等您選購 psee.io/522fhc",0
"Y23兔年新春點燈搶先開跑,光明燈保平安、太歲燈消災厄還有財神燈與文昌燈,大甲鎮瀾宮、新港奉天宮、北港武德宮 psee.io/4lgcml",0
"【adidas官網歡慶618，全館3折起】專區滿3,000現折900，累折無上限！結帳滿5,000再贈300元優惠券，精選限定鞋款1,490起，數量有限，售完為止，即刻搶購> https://bit.ly/3NnABiB (詳情依官網公告為主)",0
"您被騙了嗎?可至165官網http://165.gov.tw/fraud.aspx?id=328 (傳輸費用另計)查詢或搜尋165。",0
"【警政署提醒您】網路應徵「免經驗、高薪、包食宿、租借帳戶、存摺換現金」的輕鬆工作？別因財反賠上性命！詳見官網 165.npa.gov.tw",0
"【警政署提醒您】LINE 邀投資、借貸或求職多有詐，近7成電信詐欺以LINE為工具！請關閉自動加好友功能，詳見：165.npa.gov.tw",0
"【警政署提醒您】網購詐騙多，接獲客服或銀行以+號來電請小心查證，勿提供帳戶或配合操作網銀及ATM以免受騙，詳見：165.npa.gov.tw",0
"【官網限定】KlassiC.快閃 5/17-5/19免付運費，半手工墨鏡現在下單最划算：https://bit.ly/3OgiMCY",0
"全新達美樂My Box只要129元起，9種披薩任選5樣副食隨心搭，午晚餐好選擇，輕鬆吃 https://reurl.cc/n74nD6",0
"初五開工慶就吃達美樂，安心、美味一步到位，外帶大披薩小披薩通通買一送一 https://reurl.cc/3jxNRj",0
"無接觸超跑級洗車，多軸向零死角，高壓泡沫去污，地噴清理底盤!歡迎至桃園龜山南祥路86號，開幕優惠https://bit.ly/3NTEpHi",0
"重要提醒：您有YouBike卡片未加保，請至官網、APP或服務機「登入會員」免費加保。https://www.youbike.com.tw",0
"提醒您尚未加入YouBike自行車傷害險，請盡速至官網、服務機或APP免費登錄，即享有保障： https://reurl.cc/EnAXLR",0
"提醒您：若尚未加保YouBike自行車傷害險，無法享有保障，請至官網、APP或自動服務機免費登錄。https://goo.gl/DUh9TE",0
"【momo購物網-看看買】食尚煮藝，單日滿額加碼送好禮！還可抽sodastream氣泡水機，點 https://momo.dm/6uuNZe",0
"達美樂(免排隊)(免訂位)(在家享用)外送3個大披薩只要699元， https://lihico.com/V0L4r",0
"桃園最強2房【名鑄】，10米大面寬，擁更衣間大主臥，格局方正0雨遮虛坪，3-4房壓軸倒數，賞屋專線03-3255888 smsk.tw/m6",0
"【WOODSTUCK官網限定】期間限定超值999組合包拯救夏日穿搭，總價超過三千，要搶要快喔！https://lihi.cc/oqAEe",0
"「厝邊好醫師 社區好醫院」，讓診所醫師就近照顧您，視需要再轉診─桃園醫療小管家關心您 https://goo.gl/mDvnTn",0
"過年試手氣！恭喜獲得全台最大線上遊藝場《星城Online》限量300元點數! 每晚登入再抽千萬! https://goo.gl/Dpum4T",0
"親愛的集雅社會員您好:感謝蒞臨購買，為回饋您的支持與愛護並提升整體服務品質，10/16前完成線上服務滿意度調查，就有機會將Panasonic電氣熨斗帶回家!活動詳情請見集雅社官網，好禮多多，快把握機會!! 我要填問券: https://goo.gl/rd5Puq",0
"【尋找下個明日之星】2017決戰電繪CG繪圖大賽，欲了解比賽詳情，索取免費數位漫畫體驗課 https://goo.gl/v45LnQ",0
"Omusic超值享樂，申請服務次月續用即可獲得威秀電影票乙張，再抽現金9,999元！詳 https://goo.gl/rmbZZs",0
"必勝客桃園龜山店已收到訂單,金額$398。查詢訂單進度: http://pizza.tw/a",0
"旺萊山祝您生日快樂！為您送上生日禮 100購物金，立即挑選禮物 https://shln.me/LubG5Y",0
"限時快閃只有4天！Timberland好友限定－高CP值鞋靴服飾都為您整理好了，快趁週末添購全身新行頭→ bmai.cc/4gv9mh",0
"您於山崎昆布鍋物 藝文店訂單號碼【PO7G1】外送運送中。訂單：https://iln.io/t/A4qVrwI-",0
"您於山崎昆布鍋物 藝文店8月10日外送訂單已成立，預計送達時間20:30。訂單：https://iln.io/t/A4qVrwI-",0
"Apple 直營店：快速提醒。訂單 W1011234568 已備妥可供取貨。詳細資訊請參閱：https://www.apple.com/。",0
"您好，由於您的帳戶已長時間末登入使用，帳戶即將在 2023-10-23 到期，屆時您將無法再使用此帳戶，請在 2023-10-23 之前登入保持帳戶的活躍性。請點擊此連結或是複製以下連結至您的瀏覽器：https://shopee.tw/universal-link/buyer/login/2deep_and_web=1",0
"全+1已送達全家史光店，https://lihi1.com/ZIMii 2023/08/03前請帶證件取貨，若已取貨請忽略",0
"【警政署提醒您】請勿點擊不明連結，避免遭植入或下載惡意程式，導致大量發送詐騙簡訊詐騙他人，如接獲上述不明簡訊，請踴躍至165官網檢舉。",0
"您被騙了嗎?可至165官網http://165.gov.tw/fraud.aspx?id=328 (傳輸費用另計)查詢或搜尋165。",0
"肯德基桃園萬壽餐廳已收到訂單！金額$399，取餐序號為訂餐手機後4碼。查詢進度：https://tinyurl.com/2nuysxrt",0
"【遠傳會員 主題樂園購票優惠】全台六大樂園 劍湖山、綠世界、麗寶樂園與兆豐農場…等等，遠傳心生活APP通通有，不論是親子同遊、朋友瘋玩都超划算，立即購票去https://fetnet.tw/L4dUPz?LID=wTDLU",0
